"icd","icddesc","icdvers","hcc2013","hccesrd","hcc","rxhcc","inhcc2013","inhccesrd","inhcc","inrxhcc","year"
"80486","Opn skul/oth fx-coma NOS",9,155,167,167,,"Yes","Yes","Yes","No",2014
"80489","Opn skull/oth fx-concuss",9,155,167,167,,"Yes","Yes","Yes","No",2014
"80490","Op skl/oth fx/br inj NEC",9,155,167,167,,"Yes","Yes","Yes","No",2014
"80491","Opn skul/oth fx w/o coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"80492","Opn skul/oth fx-brf coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"80493","Opn skul/oth fx-mod coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"80494","Opn skl/oth fx-prol coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"80495","Opn skl/oth fx-deep coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"80496","Opn skul/oth fx-coma NOS",9,155,167,167,,"Yes","Yes","Yes","No",2014
"80499","Opn skull/oth fx-concuss",9,155,167,167,,"Yes","Yes","Yes","No",2014
"80500","Fx cervical vert NOS-cl ",9,157,169,169,,"Yes","Yes","Yes","No",2014
"80501","Fx c1 vertebra-closed ",9,157,169,169,,"Yes","Yes","Yes","No",2014
"80502","Fx c2 vertebra-closed ",9,157,169,169,,"Yes","Yes","Yes","No",2014
"80503","Fx c3 vertebra-closed ",9,157,169,169,,"Yes","Yes","Yes","No",2014
"80504","Fx c4 vertebra-closed ",9,157,169,169,,"Yes","Yes","Yes","No",2014
"80505","Fx c5 vertebra-closed ",9,157,169,169,,"Yes","Yes","Yes","No",2014
"80506","Fx c6 vertebra-closed ",9,157,169,169,,"Yes","Yes","Yes","No",2014
"80507","Fx c7 vertebra-closed ",9,157,169,169,,"Yes","Yes","Yes","No",2014
"80508","Fx mult cervical vert-cl",9,157,169,169,,"Yes","Yes","Yes","No",2014
"80510","Fx cervical vert NOS-opn",9,157,169,169,,"Yes","Yes","Yes","No",2014
"80511","Fx c1 vertebra-open ",9,157,169,169,,"Yes","Yes","Yes","No",2014
"80512","Fx c2 vertebra-open ",9,157,169,169,,"Yes","Yes","Yes","No",2014
"80513","Fx c3 vertebra-open ",9,157,169,169,,"Yes","Yes","Yes","No",2014
"80514","Fx c4 vertebra-open ",9,157,169,169,,"Yes","Yes","Yes","No",2014
"80515","Fx c5 vertebra-open ",9,157,169,169,,"Yes","Yes","Yes","No",2014
"80516","Fx c6 vertebra-open ",9,157,169,169,,"Yes","Yes","Yes","No",2014
"80517","Fx c7 vertebra-open ",9,157,169,169,,"Yes","Yes","Yes","No",2014
"80518","Fx mlt cervical vert-opn",9,157,169,169,,"Yes","Yes","Yes","No",2014
"8052","Fx dorsal vertebra-close",9,157,169,169,,"Yes","Yes","Yes","No",2014
"8053","Fx dorsal vertebra-open ",9,157,169,169,,"Yes","Yes","Yes","No",2014
"8054","Fx lumbar vertebra-close",9,157,169,169,,"Yes","Yes","Yes","No",2014
"8055","Fx lumbar vertebra-open ",9,157,169,169,,"Yes","Yes","Yes","No",2014
"8056","Fx sacrum/coccyx-closed ",9,157,169,169,,"Yes","Yes","Yes","No",2014
"8057","Fx sacrum/coccyx-open ",9,157,169,169,,"Yes","Yes","Yes","No",2014
"8058","Vertebral fx NOS-closed ",9,157,169,169,,"Yes","Yes","Yes","No",2014
"8059","Vertebral fx NOS-open ",9,157,169,169,,"Yes","Yes","Yes","No",2014
"80600","C1-c4 fx-cl/cord inj NOS",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80601","C1-c4 fx-cl/com cord les",9,67,70,70,,"Yes","Yes","Yes","No",2014
"80602","C1-c4 fx-cl/ant cord syn",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80603","C1-c4 fx-cl/cen cord syn",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80604","C1-c4 fx-cl/cord inj NEC",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80605","C5-c7 fx-cl/cord inj NOS",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80606","C5-c7 fx-cl/com cord les",9,67,70,70,,"Yes","Yes","Yes","No",2014
"80607","C5-c7 fx-cl/ant cord syn",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80608","C5-c7 fx-cl/cen cord syn",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80609","C5-c7 fx-cl/cord inj NEC",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80610","C1-c4 fx-op/cord inj NOS",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80611","C1-c4 fx-op/com cord les",9,67,70,70,,"Yes","Yes","Yes","No",2014
"80612","C1-c4 fx-op/ant cord syn",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80613","C1-c4 fx-op/cen cord syn",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80614","C1-c4 fx-op/cord inj NEC",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80615","C5-c7 fx-op/cord inj NOS",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80616","C5-c7 fx-op/com cord les",9,67,70,70,,"Yes","Yes","Yes","No",2014
"80617","C5-c7 fx-op/ant cord syn",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80618","C5-c7 fx-op/cen cord syn",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80619","C5-c7 fx-op/cord inj NEC",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80620","T1-t6 fx-cl/cord inj NOS",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80621","T1-t6 fx-cl/com cord les",9,68,71,71,,"Yes","Yes","Yes","No",2014
"80622","T1-t6 fx-cl/ant cord syn",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80623","T1-t6 fx-cl/cen cord syn",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80624","T1-t6 fx-cl/cord inj NEC",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80625","T7-t12 fx-cl/crd inj NOS",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80626","T7-t12 fx-cl/com crd les",9,68,71,71,,"Yes","Yes","Yes","No",2014
"80627","T7-t12 fx-cl/ant crd syn",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80628","T7-t12 fx-cl/cen crd syn",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80629","T7-t12 fx-cl/crd inj NEC",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80630","T1-t6 fx-op/cord inj NOS",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80631","T1-t6 fx-op/com cord les",9,68,71,71,,"Yes","Yes","Yes","No",2014
"80632","T1-t6 fx-op/ant cord syn",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80633","T1-t6 fx-op/cen cord syn",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80634","T1-t6 fx-op/cord inj NEC",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80635","T7-t12 fx-op/crd inj NOS",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80636","T7-t12 fx-op/com crd les",9,68,71,71,,"Yes","Yes","Yes","No",2014
"80637","T7-t12 fx-op/ant crd syn",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80638","T7-t12 fx-op/cen crd syn",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80639","T7-t12 fx-op/crd inj NEC",9,69,72,72,,"Yes","Yes","Yes","No",2014
"8064","Cl lumbar fx w cord inj ",9,69,72,72,,"Yes","Yes","Yes","No",2014
"8065","Opn lumbar fx w cord inj",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80660","Fx sacrum-cl/crd inj NOS",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80661","Fx sacr-cl/cauda equ les",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80662","Fx sacr-cl/cauda inj NEC",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80669","Fx sacrum-cl/crd inj NEC",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80670","Fx sacrum-op/crd inj NOS",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80671","Fx sacr-op/cauda equ les",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80672","Fx sacr-op/cauda inj NEC",9,69,72,72,,"Yes","Yes","Yes","No",2014
"80679","Fx sacrum-op/crd inj NEC",9,69,72,72,,"Yes","Yes","Yes","No",2014
"8068","Vert fx NOS-cl w crd inj",9,69,72,72,,"Yes","Yes","Yes","No",2014
"8069","Vert fx NOS-op w crd inj",9,69,72,72,,"Yes","Yes","Yes","No",2014
"8080","Fracture acetabulum-clos",9,158,170,170,,"Yes","Yes","Yes","No",2014
"8081","Fracture acetabulum-open",9,158,170,170,,"Yes","Yes","Yes","No",2014
"8082","Fracture of pubis-closed",9,158,170,170,,"Yes","Yes","Yes","No",2014
"8083","Fracture of pubis-open ",9,158,170,170,,"Yes","Yes","Yes","No",2014
"80841","Fracture of ilium-closed",9,158,170,170,,"Yes","Yes","Yes","No",2014
"80842","Fracture ischium-closed ",9,158,170,170,,"Yes","Yes","Yes","No",2014
"80843","Pelv fx-clos/pelv disrup",9,158,170,170,,"Yes","Yes","Yes","No",2014
"80844","Pelv fx-cl w/o plv disrp",9,158,170,170,,"Yes","Yes","Yes","No",2014
"80849","Pelvic fracture NEC-clos",9,158,170,170,,"Yes","Yes","Yes","No",2014
"80851","Fracture of ilium-open ",9,158,170,170,,"Yes","Yes","Yes","No",2014
"80852","Fracture of ischium-open",9,158,170,170,,"Yes","Yes","Yes","No",2014
"80853","Pelv fx-open/pelv disrup",9,158,170,170,,"Yes","Yes","Yes","No",2014
"80854","Pelv fx-opn w/o pelv dis",9,158,170,170,,"Yes","Yes","Yes","No",2014
"80859","Pelvic fracture NEC-open",9,158,170,170,,"Yes","Yes","Yes","No",2014
"8088","Pelvic fracture NOS-clos",9,158,170,170,,"Yes","Yes","Yes","No",2014
"8089","Pelvic fracture NOS-open",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82000","Fx femur intrcaps NOS-cl",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82001","Fx up femur epiphy-clos ",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82002","Fx femur, midcervic-clos",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82003","Fx base femoral nck-clos",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82009","Fx femur intrcaps NEC-cl",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82010","Fx femur intrcap NOS-opn",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82011","Fx up femur epiphy-open ",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82012","Fx femur, midcervic-open",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82013","Fx base femoral nck-open",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82019","Fx femur intrcap NEC-opn",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82020","Trochanteric fx NOS-clos",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82021","Intertrochanteric fx-cl ",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82022","Subtrochanteric fx-close",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82030","Trochanteric fx NOS-open",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82031","Intertrochanteric fx-opn",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82032","Subtrochanteric fx-open ",9,158,170,170,,"Yes","Yes","Yes","No",2014
"8208","Fx neck of femur NOS-cl ",9,158,170,170,,"Yes","Yes","Yes","No",2014
"8209","Fx neck of femur NOS-opn",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82100","Fx femur NOS-closed ",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82101","Fx femur shaft-closed ",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82110","Fx femur NOS-open ",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82111","Fx femur shaft-open ",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82120","Fx low end femur NOS-cl ",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82121","Fx femoral condyle-close",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82122","Fx low femur epiphy-clos",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82123","Supracondyl fx femur-cl ",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82129","Fx low end femur NEC-cl ",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82130","Fx low end femur NOS-opn",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82131","Fx femoral condyle-open ",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82132","Fx low femur epiphy-open",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82133","Supracondyl fx femur-opn",9,158,170,170,,"Yes","Yes","Yes","No",2014
"82139","Fx low end femur NEC-opn",9,158,170,170,,"Yes","Yes","Yes","No",2014
"83500","Dislocat hip NOS-closed ",9,158,170,170,,"Yes","Yes","Yes","No",2014
"83501","Posterior disloc hip-cl ",9,158,170,170,,"Yes","Yes","Yes","No",2014
"83502","Obturator disloc hip-cl ",9,158,170,170,,"Yes","Yes","Yes","No",2014
"83503","Ant disloc hip NEC-clos ",9,158,170,170,,"Yes","Yes","Yes","No",2014
"83510","Dislocation hip NOS-open",9,158,170,170,,"Yes","Yes","Yes","No",2014
"83511","Posterior disloc hip-opn",9,158,170,170,,"Yes","Yes","Yes","No",2014
"83512","Obturator disloc hip-opn",9,158,170,170,,"Yes","Yes","Yes","No",2014
"83513","Ant disloc hip NEC-open ",9,158,170,170,,"Yes","Yes","Yes","No",2014
"8502","Concussion-moderate coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"8503","Concussion-prolong coma ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"8504","Concussion-deep coma ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85100","Cerebral cortx contusion",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85101","Cortex contusion-no coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85102","Cortex contus-brief coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85103","Cortex contus-mod coma ",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85104","Cortx contus-prolng coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85105","Cortex contus-deep coma ",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85106","Cortex contus-coma NOS ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85109","Cortex contus-concus NOS",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85110","Cortex contusion/opn wnd",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85111","Opn cortx contus-no coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85112","Opn cort contus-brf coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85113","Opn cort contus-mod coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85114","Opn cort contu-prol coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85115","Opn cort contu-deep coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85116","Opn cort contus-coma NOS",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85119","Opn cortx contus-concuss",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85120","Cerebral cortex lacerat ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85121","Cortex lacerat w/o coma ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85122","Cortex lacera-brief coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85123","Cortex lacerat-mod coma ",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85124","Cortex lacerat-prol coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85125","Cortex lacerat-deep coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85126","Cortex lacerat-coma NOS ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85129","Cortex lacerat-concuss ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85130","Cortex lacer w opn wound",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85131","Opn cortex lacer-no coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85132","Opn cortx lac-brief coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85133","Opn cortx lacer-mod coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85134","Opn cortx lac-proln coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85135","Opn cortex lac-deep coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85136","Opn cortx lacer-coma NOS",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85139","Opn cortx lacer-concuss ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85140","Cerebel/brain stm contus",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85141","Cerebell contus w/o coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85142","Cerebell contus-brf coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85143","Cerebell contus-mod coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85144","Cerebel contus-prol coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85145","Cerebel contus-deep coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85146","Cerebell contus-coma NOS",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85149","Cerebell contus-concuss ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85150","Cerebel contus w opn wnd",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85151","Opn cerebe cont w/o coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85152","Opn cerebe cont-brf coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85153","Opn cerebe cont-mod coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85154","Opn cerebe cont-prol com",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85155","Opn cerebe cont-deep com",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85156","Opn cerebe cont-coma NOS",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85159","Opn cerebel cont-concuss",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85160","Cerebel/brain stem lacer",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85161","Cerebel lacerat w/o coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85162","Cerebel lacer-brief coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85163","Cerebel lacerat-mod coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85164","Cerebel lacer-proln coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85165","Cerebell lacer-deep coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85166","Cerebel lacerat-coma NOS",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85169","Cerebel lacer-concussion",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85170","Cerebel lacer w open wnd",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85171","Opn cerebel lac w/o coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85172","Opn cerebel lac-brf coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85173","Opn cerebel lac-mod coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85174","Opn cerebe lac-prol coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85175","Opn cerebe lac-deep coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85176","Opn cerebel lac-coma NOS",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85179","Opn cerebell lac-concuss",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85180","Brain laceration NEC ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85181","Brain lacer NEC w/o coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85182","Brain lac NEC-brief coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85183","Brain lacer NEC-mod coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85184","Brain lac NEC-proln coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85185","Brain lac NEC-deep coma ",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85186","Brain lacer NEC-coma NOS",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85189","Brain lacer NEC-concuss ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85190","Brain lac NEC w open wnd",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85191","Opn brain lacer w/o coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85192","Opn brain lac-brief coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85193","Opn brain lacer-mod coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85194","Opn brain lac-proln coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85195","Open brain lac-deep coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85196","Opn brain lacer-coma NOS",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85199","Open brain lacer-concuss",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85200","Traum subarachnoid hem ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85201","Subarachnoid hem-no coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85202","Subarach hem-brief coma ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85203","Subarach hem-mod coma ",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85204","Subarach hem-prolng coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85205","Subarach hem-deep coma ",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85206","Subarach hem-coma NOS ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85209","Subarach hem-concussion ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85210","Subarach hem w opn wound",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85211","Opn subarach hem-no coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85212","Op subarach hem-brf coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85213","Op subarach hem-mod coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85214","Op subarach hem-prol com",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85215","Op subarach hem-deep com",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85216","Op subarach hem-coma NOS",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85219","Opn subarach hem-concuss",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85220","Traumatic subdural hem ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85221","Subdural hem w/o coma ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85222","Subdural hem-brief coma ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85223","Subdural hemorr-mod coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85224","Subdural hem-prolng coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85225","Subdural hem-deep coma ",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85226","Subdural hemorr-coma NOS",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85229","Subdural hem-concussion ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85230","Subdural hem w opn wound",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85231","Open subdur hem w/o coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85232","Opn subdur hem-brf coma ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85233","Opn subdur hem-mod coma ",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85234","Opn subdur hem-prol coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85235","Opn subdur hem-deep coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85236","Opn subdur hem-coma NOS ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85239","Opn subdur hem-concuss ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85240","Traumatic extradural hem",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85241","Extradural hem w/o coma ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85242","Extradur hem-brief coma ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85243","Extradural hem-mod coma ",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85244","Extradur hem-proln coma ",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85245","Extradural hem-deep coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85246","Extradural hem-coma NOS ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85249","Extadural hem-concuss ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85250","Extradural hem w opn wnd",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85251","Extradural hemor-no coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85252","Extradur hem-brief coma ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85253","Extradural hem-mod coma ",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85254","Extradur hem-proln coma ",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85255","Extradur hem-deep coma ",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85256","Extradural hem-coma NOS ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85259","Extradural hem-concuss ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85300","Traumatic brain hem NEC ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85301","Brain hem NEC w/o coma ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85302","Brain hem NEC-brief coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85303","Brain hem NEC-mod coma ",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85304","Brain hem NEC-proln coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85305","Brain hem NEC-deep coma ",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85306","Brain hem NEC-coma NOS ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85309","Brain hem NEC-concussion",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85310","Brain hem NEC w opn wnd ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85311","Brain hem opn w/o coma ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85312","Brain hem opn-brf coma ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85313","Brain hem open-mod coma ",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85314","Brain hem opn-proln coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85315","Brain hem open-deep coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85316","Brain hem open-coma NOS ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85319","Brain hem opn-concussion",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85400","Brain injury NEC ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85401","Brain injury NEC-no coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85402","Brain inj NEC-brief coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85403","Brain inj NEC-mod coma ",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85404","Brain inj NEC-proln coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85405","Brain inj NEC-deep coma ",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85406","Brain inj NEC-coma NOS ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85409","Brain inj NEC-concussion",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85410","Brain injury w opn wnd ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85411","Opn brain inj w/o coma ",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85412","Opn brain inj-brief coma",9,155,167,167,,"Yes","Yes","Yes","No",2014
"85413","Opn brain inj-mod coma ",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85414","Opn brain inj-proln coma",9,154,166,166,,"Yes","Yes","Yes","No",2014
"85415","Opn brain inj-deep coma ",9,154,166,166,,"Yes","Yes","Yes","No",2014
